county,state,population_x,lat,lon,lat_gmap,lon_gmap,total_panel_area,number_of_solar_system_per_person,average_household_income,per_capita_income,median_household_income,housing_unit_median_value,daily_solar_radiation,electricity_price_residential,electricity_price_commercial,electricity_price_industrial,incentive_count_residential,incentive_count_nonresidential,population_y,education_high_school_graduate_rate,voting_2016_dem_percentage
Emmons County,nd,3463,46.288000000000004,-100.27,46.206131799999994,-100.29530390000001,0.0,0.0,63628.08005,29367.0,44051.0,79900.0,3.84,9.62,8.83,8.07,10,17,3463.0,0.368757491,0.109749872
Emporia city,va,5672,36.695,-77.5385,36.6859829,-77.5424809,0.0,0.0,45541.413317745064,20115.0,28497.5,109450.0,4.21,11.37,8.21,6.95,19,16,2836.0,0.3298245615,0.646810308
Erath County,tx,30466,32.23416666666667,-98.24016666666664,32.17934040000001,-98.22129790000001,2544.08136469,0.0013457624893323705,52278.42956937505,22685.0,40828.0,126083.33333333333,4.81,11.56,8.15,5.59,47,54,5077.666666666667,0.2685614546666667,0.156335988
Erie County,ny,907931,42.88387391304345,-78.80042608695648,42.9023958,-78.8661589,131998.179873718,0.0016454994928028672,69119.28904324796,27501.717391304348,51523.51304347826,123752.17391304347,3.5700869565217204,18.53999999999997,15.309999999999953,6.309999999999965,28,36,3947.526086956522,0.2936193818652171,0.5011506910000026
Erie County,oh,62793,41.425133333333335,-82.6486,41.43498820000001,-82.4752757,2493.5062849899996,0.0006210883378720559,63361.651679409966,28639.066666666666,48448.26666666667,137246.66666666666,3.7700000000000014,12.800000000000002,10.069999999999997,7.019999999999997,17,29,4186.2,0.37525214906666676,0.4272257010000002
Erie County,pa,243982,42.07303278688526,-80.06785245901636,42.052195399999995,-80.1875065,4171.725428378,0.0005205302030477658,60604.75969586902,23399.0,46141.42622950819,108967.2131147541,3.6970491803278716,13.63999999999999,9.600000000000012,7.199999999999992,17,31,3999.7049180327867,0.4159455840163935,0.4675878540000004
Escambia County,al,37935,31.112444444444453,-87.2482222222222,31.1394734,-87.14228949999998,380.36910958000004,0.00023724792408066428,44840.54021733913,16949.88888888889,33679.88888888889,94566.66666666667,4.502222222222222,11.700000000000001,10.83,6.03,9,19,4215.0,0.4150342638888889,0.30881482900000007
Escambia County,fl,299449,30.476714285714284,-87.27231428571432,30.6389408,-87.3413599,24561.846259850994,0.0018033120831927975,59970.2346762986,24320.057142857142,46491.75714285715,123208.57142857143,4.509999999999995,11.580000000000013,9.5,8.220000000000015,41,31,4277.842857142857,0.2926977123428572,0.3767190599999995
Esmeralda County,nv,1141,37.723,-117.796,37.7866167,-117.3616476,0.0,0.0,47307.45342,20984.0,39271.0,79800.0,5.19,12.76,9.25,6.75,18,27,1141.0,0.431791222,0.153664303
Essex County,ma,625869,42.621561538461535,-70.97715384615384,42.7051144,-70.90712359999998,331336.82794051006,0.006525327185081862,90499.98775274142,33723.0,68345.71538461538,328712.3076923077,3.7861538461538395,19.829999999999963,15.789999999999974,13.539999999999976,31,33,4814.376923076923,0.27430853593076926,0.5849603870000001
Essex County,nj,722383,40.763333333333314,-74.210859375,40.7947466,-74.2648829,210038.47523975204,0.002073692210364862,86604.75429798664,29477.057291666668,61111.890625,299557.8072916667,3.799999999999992,15.809999999999954,12.789999999999973,10.640000000000045,21,27,3762.4114583333335,0.30115293735416676,0.770596514999997
Essex County,ny,38912,44.17438461538462,-73.69100000000002,44.0107408,-73.9507728,548.49541024,0.00023129111842105262,65344.446456253856,27110.0,52305.53846153846,151553.84615384616,3.5123076923076932,18.539999999999996,15.31,6.310000000000001,28,36,2993.230769230769,0.34400765215384604,0.44830559100000017
Essex County,va,11151,37.909666666666666,-76.90899999999998,37.9671684,-76.96430600000001,159.8008638,0.0002690341673392521,57648.659747220874,23614.0,43638.0,162133.33333333334,4.1066666666666665,11.37,8.21,6.95,19,16,3717.0,0.3859342856666667,0.474598431
Essex County,vt,6207,44.70866666666666,-71.77066666666667,44.7682631,-71.74361549999998,0.0,0.0,47614.32078858547,20751.666666666668,35046.333333333336,126366.66666666667,3.48,17.09,14.54,10.27,21,28,2069.0,0.432683839,0.376570584
Estill County,ky,13099,37.68833333333333,-83.99933333333333,37.6975384,-83.9744262,10.93371009,7.634170547370028e-05,40576.289724758375,16036.666666666666,28706.0,72066.66666666667,3.9066666666666667,10.24,9.44,5.48,13,25,4366.333333333333,0.48868320166666673,0.200072228
Etowah County,al,103766,34.01963333333334,-86.0207,34.045534100000005,-86.05296039999998,3772.404307066001,0.00044330512884759943,51385.381468041836,18944.466666666667,37612.5,87900.0,4.231000000000001,11.699999999999994,10.830000000000002,6.03,9,19,3458.866666666667,0.3295197144,0.2380733309999999
Eureka County,nv,1669,40.080999999999996,-116.198,39.512674100000005,-115.9637979,104.6676015,0.0017974835230677051,66219.81747000001,30459.0,60250.0,93100.0,4.8,12.76,9.25,6.75,18,27,1669.0,0.357775987,0.086651054
Evangeline Parish,la,23474,30.68733333333333,-92.36833333333334,30.782178100000003,-92.3813621,504.57131041,0.0006390048564369089,49512.223490969154,19494.5,34056.833333333336,86283.33333333333,4.36,9.33,8.659999999999998,5.41,16,17,3912.3333333333335,0.36701613566666663,0.282814705
Evans County,ga,10814,32.15233333333334,-81.89,32.1427011,-81.909826,107.34494726,0.000184945441094877,51389.43689853061,20108.666666666668,38292.0,89566.66666666667,4.47,11.54,9.89,5.87,19,22,3604.6666666666665,0.377138065,0.313714603
Fairfax County,va,926926,38.84237198067632,-77.24920772946862,38.9085472,-77.2405153,14772.508357749997,0.0004962639951840816,141795.8568798059,51393.628019323674,122418.04830917875,506011.1111111111,3.977536231884068,11.36999999999994,8.210000000000024,6.950000000000027,19,16,4477.903381642512,0.1289455,0.652997653
Fairfax city,va,23402,38.8512,-77.3028,38.84622359999999,-77.30637329999998,365.39656204000005,0.0007264336381505854,125945.06393324501,45163.2,105028.4,457520.0,3.9799999999999995,11.37,8.21,6.95,19,16,4680.4,0.15295519900000001,0.621140543
Fairfield County,ct,899104,41.200109999999995,-73.36094999999995,41.2559654,-73.37086959999998,219085.30324459996,0.004134115741894153,137199.36754801407,50807.115,100301.14,510750.03,3.780999999999982,20.940000000000037,15.969999999999944,12.949999999999987,28,31,4495.52,0.2256080078799998,0.5818552740000021
Fairfield County,oh,116900,39.78147826086956,-82.64200000000002,39.830506,-82.6483442,1677.90266031,0.0002737382378100941,75779.57411315604,27209.782608695652,60309.86956521739,152830.4347826087,3.7800000000000007,12.800000000000004,10.069999999999995,7.019999999999999,17,29,5082.608695652174,0.36902167982608697,0.34234923899999986
Fairfield County,sc,19510,34.35175,-81.12299999999998,34.4478348,-81.0754657,258.52031721000003,0.0004613018964633521,49090.37381477601,19815.5,36126.75,110050.0,4.355,12.57,10.21,6.05,16,25,4877.5,0.40366606,0.616423747
Fall River County,sd,2714,43.24,-103.52799999999999,43.224027899999996,-103.4511768,0.0,0.0,58870.30879,27439.0,48561.0,101300.0,4.23,11.08,9.16,7.37,10,19,2714.0,0.351545007,0.2304238
Fallon County,mt,3057,46.283,-104.475,46.3762402,-104.4280327,74.51896082,0.0016355904481517827,77599.5086,32755.0,53266.0,143000.0,3.93,10.88,10.23,5.32,15,23,3057.0,0.376011423,0.104477612
Falls Church city,va,13308,38.885333333333335,-77.17533333333334,38.88233400000001,-77.17109140000001,518.11630565,0.0007514277126540427,165393.17352076195,66945.33333333333,122337.0,731666.6666666666,3.98,11.37,8.21,6.95,19,16,4436.0,0.07558391666666668,0.757793139
Falls County,tx,17410,31.2485,-96.96750000000002,31.1636412,-97.0068393,7.806205162,5.743825387708214e-05,48457.682121230326,16748.666666666668,39522.5,65700.0,4.596666666666667,11.56,8.15,5.59,47,54,2901.6666666666665,0.3703990531666667,0.32148318
Fannin County,ga,23742,34.886399999999995,-84.32320000000001,34.8580405,-84.2278796,444.42384368,0.0002948361553365344,48161.408069990735,20626.0,38122.4,167560.0,4.19,11.54,9.89,5.87,19,22,4748.4,0.3890806284,0.16320979300000002
Fannin County,tx,27639,33.563125,-96.15275,33.554429600000006,-96.1526985,148.02048243000002,0.00018090379536162668,54987.55016483774,20826.5,45182.125,93550.0,4.5275,11.56,8.15,5.59,47,54,3454.875,0.35686939949999996,0.177330438
Faribault County,mn,14230,43.68483333333333,-93.9495,43.6448766,-93.9878427,310.14349805,0.00028109627547435,60812.99779885313,27396.166666666668,48560.5,86700.0,3.7899999999999996,12.12,9.44,7.019999999999999,34,39,2371.6666666666665,0.39804242349999996,0.292726037
Faulk County,sd,2359,45.07100000000001,-99.145,45.0827008,-99.1531325,0.0,0.0,68262.25026,26958.0,43679.0,78600.0,3.85,11.08,9.16,7.37,10,19,2359.0,0.343143394,0.182468694
Faulkner County,ar,74688,35.103470588235304,-92.39941176470587,35.1035858,-92.3813621,1149.71899045,0.0003748928877463582,62915.49858472406,23265.823529411766,48993.17647058824,135376.4705882353,4.25235294117647,9.819999999999997,8.319999999999997,6.230000000000002,8,16,4393.411764705882,0.31201702435294115,0.3132818569999999
Fauquier County,va,55677,38.6914,-77.79033333333334,38.7208787,-77.79097759999998,286.99201024,0.00012572516478976956,116470.05262107997,42750.73333333333,93088.46666666666,376260.0,3.9799999999999986,11.370000000000003,8.210000000000004,6.950000000000002,19,16,3711.8,0.28731067666666665,0.349100312
Fayette County,al,15273,33.7,-87.7775,33.687139200000004,-87.77633329999998,214.83218131,0.0003273751063969096,46303.203356333404,19730.25,35577.5,76250.0,4.34,11.7,10.83,6.03,9,19,3818.25,0.38199881275,0.165690581
Fayette County,ga,102740,33.42736842105264,-84.51078947368421,33.4502206,-84.4802606,15445.046704422999,0.0008370644344948414,100453.672726935,36457.36842105263,83119.21052631579,239905.26315789475,4.290000000000001,11.539999999999996,9.889999999999995,5.870000000000002,19,22,5407.368421052632,0.21457154536842107,0.38509944199999985
Fayette County,ia,14235,42.82899999999999,-91.8532,42.92581989999999,-91.9099238,341.88836958300004,0.00042149631190727084,61513.16814485423,25155.2,49117.0,95900.0,3.8199999999999994,11.63,8.92,5.9,18,26,2847.0,0.3985946194,0.373586059
Fayette County,il,22136,38.99728571428572,-89.03,39.0669568,-89.0179332,863.406148365,0.0003614022406938923,57259.535943165436,21081.285714285714,42277.42857142857,79871.42857142857,4.011428571428572,12.5,9.019999999999998,6.670000000000001,18,28,3162.285714285714,0.4048619627142858,0.190646348
Fayette County,in,23773,39.64328571428571,-85.14957142857143,39.592037700000006,-85.14793639999998,172.849011494,0.00042064526984394063,50249.199330461444,20536.285714285714,39326.142857142855,81128.57142857143,3.82,11.570000000000002,9.78,6.86,13,22,3396.1428571428573,0.4324719114285714,0.23630640100000003
Fayette County,ky,243881,38.025258064516116,-84.49148387096773,38.06064780000001,-84.4802606,8455.603568607,0.0007339645154809108,72585.18136283224,29493.435483870966,54597.83870967742,181538.70967741936,3.8903225806451625,10.240000000000006,9.440000000000005,5.480000000000001,13,25,3933.564516129032,0.2151845991774194,0.5126366520000005
Fayette County,oh,24793,39.53216666666667,-83.4555,39.5919809,-83.46435509999998,3616.56211108,0.001290686887427903,51687.566300546525,21484.0,40601.833333333336,107100.0,3.7899999999999996,12.799999999999999,10.07,7.019999999999999,17,29,4132.166666666667,0.47513850383333334,0.24701858199999996
Fayette County,pa,119047,39.9491935483871,-79.7176129032258,39.927232399999994,-79.6502105,831.5070574660002,0.0002856014851277227,52302.23573327248,21532.225806451614,39271.290322580644,90003.2258064516,3.692258064516131,13.639999999999992,9.600000000000001,7.199999999999996,17,31,3840.2258064516127,0.5018107639354839,0.33365777000000013
Fayette County,tn,35194,35.20019999999999,-89.4671,35.1257427,-89.4742177,1956.0471026499997,0.0007387622890265386,74413.52326507926,29155.6,53727.2,190070.0,4.240000000000001,10.299999999999999,10.159999999999998,6.170000000000001,10,19,3519.4,0.3701729756,0.30379156700000004
Fayette County,tx,24849,29.89914285714286,-96.88457142857143,29.8896442,-96.8350999,320.11146884,0.0003219445450521148,68971.37049505414,29636.714285714286,48981.71428571428,138357.14285714287,4.531428571428571,11.56,8.15,5.589999999999999,47,54,3549.8571428571427,0.3686575804285714,0.19285520000000003
Fayette County,wv,41434,38.021727272727276,-81.12545454545455,38.061591299999996,-81.0754657,664.5370386899999,0.0003137519911184052,46694.02682090264,18875.363636363636,35403.545454545456,73836.36363636363,3.8345454545454545,10.08,8.61,6.090000000000001,10,15,3766.7272727272725,0.4546855452727273,0.279581221
Fentress County,tn,17931,36.36675,-84.92025000000002,36.37106,-84.8984775,0.0,0.0,39881.864649376505,16743.0,31215.0,97675.0,3.99,10.3,10.16,6.17,10,19,4482.75,0.44830182875,0.150458214
Fergus County,mt,11468,47.105,-109.406,47.2126745,-109.4141,235.58119230000003,0.0010463899546564353,57298.48500312871,26885.5,43699.5,132300.0,3.82,10.88,10.23,5.32,15,23,5734.0,0.3502362625,0.206848841
Ferry County,wa,7652,48.516999999999996,-118.537,48.4718375,-118.49740690000002,50.12986686,0.00026136957658128593,47975.95737479221,19900.333333333332,35420.0,152200.0,3.7900000000000005,9.09,8.22,4.35,23,30,2550.6666666666665,0.31584292033333333,0.306460674
Fillmore County,mn,20843,43.68483333333333,-92.11333333333334,43.69562979999999,-92.0665197,251.00108512500003,0.0004797773832941515,63425.369574434095,26150.0,51439.333333333336,140066.66666666666,3.733333333333333,12.12,9.44,7.019999999999999,34,39,3473.8333333333335,0.3573370215,0.35276967900000006
Fillmore County,ne,5697,40.525,-97.59200000000001,40.47101190000001,-97.5247243,717.06248171,0.00140424784974548,63344.572755373,27639.5,52339.5,73350.0,4.17,10.6,8.67,7.59,14,21,2848.5,0.392256287,0.211879125
Finney County,ks,27914,37.97555555555555,-100.85944444444445,38.0625252,-100.8903099,878.4081221000001,0.00035824317546750734,57811.20245275918,20893.88888888889,47816.666666666664,105322.22222222222,4.6611111111111105,12.340000000000002,10.1,7.610000000000001,12,18,3101.5555555555557,0.23090917977777772,0.30890967
Fisher County,tx,3858,32.756,-100.4025,32.7398733,-100.3497895,0.0,0.0,60421.58185948678,26960.5,41795.5,63350.0,5.01,11.56,8.15,5.59,47,54,1929.0,0.33276546250000005,0.234030197
Flagler County,fl,100783,29.523950000000006,-81.22025,29.4086072,-81.2518833,99841.26838050001,0.031185815068017424,60334.520933992426,27455.95,49614.75,191080.0,4.549999999999999,11.580000000000005,9.5,8.22,41,31,5039.15,0.34282014580000003,0.38292721200000013
Flathead County,mt,75774,48.24400000000001,-114.25966666666665,48.424152,-114.15315,1476.12671934,0.0007126454984559348,62439.80284718095,25982.533333333333,46987.73333333333,229520.0,3.7259999999999986,10.879999999999997,10.23,5.3199999999999985,15,23,5051.6,0.3107957628666666,0.286776179
Fleming County,ky,10402,38.37566666666667,-83.74799999999998,38.3987633,-83.67739279999998,71.61425838,9.613535858488752e-05,56238.62138222169,23207.333333333332,36207.333333333336,95666.66666666667,3.84,10.24,9.44,5.48,13,25,3467.3333333333335,0.3882612833333334,0.21568
Florence County,sc,126487,34.10182142857145,-79.76289285714286,33.9828684,-79.6502105,2283.579225907,0.00044273324531374767,58260.57842181323,22218.428571428572,43181.03571428572,114435.71428571429,4.320714285714287,12.569999999999995,10.210000000000004,6.050000000000002,16,25,4517.392857142857,0.3476178180357143,0.46096589899999973
Florence County,wi,4476,45.8645,-88.37200000000001,45.8161658,-88.35475240000001,0.0,0.0,57205.527397305625,24964.5,47834.0,132600.0,3.6,14.11,10.89,7.58,20,28,2238.0,0.3988524715,0.251225952
