county,state,population,lat,lon,lat_gmap,lon_gmap
Le Sueur County,mn,27707,44.360166666666665,-93.75616666666666,44.461555,-93.9151438
Lea County,nm,68149,32.74066666666667,-103.22516666666667,32.8968816,-103.3587288
Leake County,ms,20066,32.77375,-89.50875,32.8073509,-89.4742177
Leavenworth County,ks,56038,39.223,-94.97072727272726,39.1713075,-95.01824599999999
Lebanon County,pa,113016,40.34599999999999,-76.44372,40.3666686,-76.5025742
Lee County,al,150982,32.59114814814816,-85.36607407407408,32.5888702,-85.39627689999999
Lee County,ar,9966,34.77075000000001,-90.81524999999999,34.7712669,-90.8294002
Lee County,fl,636978,26.579093333333347,-81.84268666666667,26.6630286,-81.9534815
Lee County,ga,28946,31.724800000000005,-84.178,31.8128435,-84.14351359999999
Lee County,ia,25417,40.550250000000005,-91.39824999999999,40.70686630000001,-91.44346900000001
Lee County,il,35027,41.78955555555556,-89.38522222222223,41.6789842,-89.3226954
Lee County,ky,2827,37.567,-83.7055,37.599443,-83.7199136
Lee County,ms,51455,34.264,-88.68636363636364,34.2354138,-88.7108964
Lee County,nc,51912,35.456272727272726,-79.17527272727274,35.4693744,-79.1548533
Lee County,sc,8712,34.127250000000004,-80.2225,34.1630345,-80.23213129999999
Lee County,tx,16664,30.278000000000002,-96.9595,30.2967161,-96.9638624
Lee County,va,25206,36.72533333333333,-83.11216666666667,36.7075931,-83.03613759999999
Leelanau County,mi,21772,44.98466666666667,-85.80283333333334,45.0821226,-86.07336339999999
Leflore County,ms,31516,33.526125,-90.22937499999999,33.5274427,-90.37483540000001
Lehigh County,pa,308364,40.60373846153847,-75.50790769230768,40.6519679,-75.5742467
Lemhi County,id,7790,45.05300000000002,-113.86133333333333,45.0364592,-113.9230554
Lenawee County,mi,86205,41.90965,-84.03965000000001,41.8433859,-84.01674229999999
Lenoir County,nc,50700,35.27153846153846,-77.62161538461538,35.2326725,-77.6077865
Leon County,fl,269156,30.46265624999999,-84.26959375000003,30.4906177,-84.1857115
Leon County,tx,16819,31.308666666666667,-96.00066666666667,31.2152685,-95.9832577
Leslie County,ky,5860,37.0535,-83.3215,37.0698286,-83.3789389
Letcher County,ky,19279,37.147999999999996,-82.836,37.12535099999999,-82.8640623
Levy County,fl,39821,29.349555555555558,-82.71499999999999,29.3178545,-82.82097399999999
Lewis County,id,3789,46.27550000000001,-116.257,46.2664791,-116.4054092
Lewis County,ky,9593,38.52833333333334,-83.43333333333334,38.5079686,-83.3789389
Lewis County,mo,10172,40.0995,-91.6575,40.0500853,-91.7538817
Lewis County,ny,27124,43.79642857142858,-75.43228571428573,43.840112,-75.4344727
Lewis County,tn,11944,35.5495,-87.53999999999999,35.4962054,-87.5000082
Lewis County,wa,75515,46.62435,-122.79790000000006,46.6195461,-122.4554639
Lewis County,wv,16434,39.020799999999994,-80.4746,39.0196167,-80.54384499999999
Lewis and Clark County,mt,54655,46.70475000000001,-112.08183333333335,47.2963974,-112.4029787
Lexington County,sc,246509,33.95577272727272,-81.21165151515153,33.9309651,-81.2518833
Lexington city,va,7071,37.78,-79.439,37.78402080000001,-79.4428157
Liberty County,fl,8295,30.2765,-84.86699999999999,30.1507777,-84.8567932
Liberty County,ga,54442,31.80090909090909,-81.551,31.842969,-81.47183869999999
Liberty County,mt,2369,48.565,-111.076,48.4917189,-110.9704148
Liberty County,tx,77486,30.1775,-94.87414285714284,30.1633593,-94.81059549999999
Licking County,oh,154264,40.056482758620696,-82.50410344827587,40.1460895,-82.4752757
Limestone County,al,86120,34.81946666666667,-86.96573333333332,34.78000720000001,-86.9423801
Limestone County,tx,23454,31.601125000000003,-96.528125,31.5461078,-96.663812
Lincoln County,ar,14062,33.97,-91.75450000000001,33.9185116,-91.714958
Lincoln County,co,5478,39.193,-103.59,39.0457549,-103.3587288
Lincoln County,ga,7720,33.8,-82.44150000000002,33.7875101,-82.4319405
Lincoln County,id,5260,42.982,-114.154,43.0496418,-114.1694407
Lincoln County,ky,22202,37.4678,-84.66380000000001,37.4751264,-84.6479124
Lincoln County,me,29605,43.98328571428572,-69.55228571428572,44.108282,-69.511031
Lincoln County,mn,2822,44.269,-96.266,44.4507066,-96.3226072
Lincoln County,mo,37683,39.043400000000005,-90.89520000000002,39.0669568,-90.9820668
Lincoln County,ms,34765,31.557833333333335,-90.46016666666667,31.5359248,-90.52578229999999
Lincoln County,mt,19337,48.4782,-115.39760000000001,48.5880903,-115.6596528
Lincoln County,nc,62997,35.481,-81.17835714285715,35.4637028,-81.20781640000001
Lincoln County,ne,35896,41.11387499999999,-100.79887499999998,40.9338037,-100.8000051
Lincoln County,nm,19931,33.5204,-105.53899999999999,33.8853309,-105.4068079
Lincoln County,nv,5194,37.77,-114.75399999999999,37.660825,-114.524264
Lincoln County,ok,34504,35.694714285714284,-96.88328571428572,35.6342646,-96.83509989999999
Lincoln County,or,41277,44.69186666666667,-123.97779999999999,44.609549,-123.9423591
Lincoln County,sd,46456,43.402777777777786,-96.75266666666667,43.2026862,-96.83509989999999
Lincoln County,tn,29269,35.141375000000004,-86.58749999999999,35.1239397,-86.6207943
Lincoln County,wa,10363,47.623999999999995,-118.33825,47.5320525,-118.4701194
Lincoln County,wi,28286,45.31799999999999,-89.6993,45.3743102,-89.7725799
Lincoln County,wv,21560,38.1814,-82.08720000000001,38.1761009,-82.08429009999999
Lincoln County,wy,18316,42.288,-110.71199999999999,42.0703294,-110.5215459
Lincoln Parish,la,36704,32.54285714285714,-92.65557142857142,32.598888,-92.6983868
Linn County,ia,153897,42.00464705882353,-91.65729411764707,42.0659844,-91.67606909999999
Linn County,ks,9528,38.198,-94.8455,38.1339574,-94.81059549999999
Linn County,mo,12401,39.8116,-93.069,39.8556605,-93.17796589999999
Linn County,or,109957,44.55615789473684,-122.91773684210528,44.4099768,-122.53401
Lipscomb County,tx,3483,36.315,-100.337,36.2464455,-100.3497895
Litchfield County,ct,183495,41.7402,-73.19728,41.7866294,-73.2765361
Little River County,ar,10543,33.702333333333335,-94.17933333333333,33.6808926,-94.19234000000002
Live Oak County,tx,11873,28.319750000000003,-98.06425000000002,28.342294,-98.04651849999999
Livingston County,il,37689,40.901799999999994,-88.56910000000002,40.8688604,-88.55653099999999
Livingston County,ky,6303,37.092,-88.37700000000002,37.2431347,-88.362785
Livingston County,mi,158008,42.57156862745097,-83.85158823529413,42.6207951,-83.8473015
Livingston County,mo,15042,39.7966,-93.52199999999999,39.8464073,-93.5003454
Livingston County,ny,60638,42.75984615384615,-77.76661538461539,42.7576923,-77.8367282
Livingston Parish,la,83737,30.46246153846154,-90.83453846153846,30.4340146,-90.6773046
Llano County,tx,19323,30.69066666666667,-98.55216666666666,30.692528,-98.7481167
Logan County,ar,22001,35.214666666666666,-93.76466666666666,35.2475011,-93.66232389999999
Logan County,co,21928,40.681666666666665,-103.17483333333332,40.7056181,-102.989615
Logan County,il,29956,40.140875,-89.36374999999998,40.061338,-89.3226954
Logan County,ks,2793,38.917,-101.148,38.9504774,-101.1617356
Logan County,ky,16983,36.8615,-86.90950000000002,36.869834,-86.86218269999999
Logan County,nd,1945,46.458,-99.477,46.5056729,-99.5270202
Logan County,ne,851,41.567,-100.483,41.5155698,-100.5296115
Logan County,oh,43932,40.399300000000004,-83.7777,40.38996789999999,-83.8473015
Logan County,ok,41576,35.872,-97.43299999999999,35.9404623,-97.5247243
Logan County,wv,35760,37.848555555555556,-81.94288888888889,37.7883016,-81.9534815
Long County,ga,16588,31.7245,-81.7385,31.7755541,-81.8224362
Lonoke County,ar,50532,34.828833333333336,-91.92275,34.7591647,-91.9099238
Lorain County,oh,274744,41.390430769230775,-82.1181384615385,41.4116881,-82.12783999999999
Los Alamos County,nm,17939,35.863749999999996,-106.3035,35.84962489999999,-106.3228338
Los Angeles County,ca,9654518,34.0643493647913,-118.24798321234105,34.0522265,-118.2436596
Loudon County,tn,42242,35.74944444444444,-84.30611111111112,35.7374411,-84.3121264
Loudoun County,va,309469,39.049236363636346,-77.51089090909092,39.076767,-77.6536125
Louisa County,ia,8202,41.204499999999996,-91.2485,41.19330009999999,-91.28910359999999
Louisa County,va,30050,37.958000000000006,-77.95600000000002,37.9925909,-77.973865
Loup County,ne,548,41.914,-99.454,41.9251335,-99.456155
Love County,ok,9663,33.931333333333335,-97.19566666666667,33.985839,-97.2221421
Lowndes County,al,10742,32.1575,-86.64200000000001,32.221464,-86.6611083
Lowndes County,ga,113203,30.8534,-83.2784,30.8600022,-83.2934086
Lowndes County,ms,44451,33.481,-88.419,33.473423,-88.4403883
Lubbock County,tx,250033,33.56065454545454,-101.87985454545455,33.6753624,-101.7979613
Lucas County,ia,6666,41.028333333333336,-93.336,40.9912021,-93.33889169999999
Lucas County,oh,355664,41.65453333333336,-83.5993904761905,41.6894388,-83.3789389
Luce County,mi,6477,46.4705,-85.5075,46.5827512,-85.513329
Lumpkin County,ga,30921,34.54675,-84.00224999999999,34.5813972,-83.9744262
Luna County,nm,24789,32.2085,-107.72583333333334,32.3259122,-107.8583868
Lunenburg County,va,12558,36.946666666666665,-78.21533333333333,36.92614349999999,-78.24761459999999
Luzerne County,pa,270716,41.20655681818184,-75.92709090909091,41.1404353,-75.9927652
Lycoming County,pa,104917,41.2628,-77.0306,41.2720004,-77.10249019999999
Lyman County,sd,3837,43.956500000000005,-99.765,43.9016694,-99.8124935
Lynchburg city,va,59813,37.39871428571428,-79.18207142857143,37.4137536,-79.14224639999999
Lynn County,tx,5764,33.16733333333334,-101.806,33.1446401,-101.7979613
Lyon County,ia,8918,43.379,-96.2825,43.3954333,-96.15269850000001
Lyon County,ks,24112,38.431,-96.19716666666666,38.4078037,-96.15269850000001
Lyon County,ky,2083,37.009,-87.976,37.0247261,-88.0900762
Lyon County,mn,25699,44.41428571428572,-95.77942857142857,44.3981292,-95.89871389999999
Lyon County,nv,35197,39.261,-119.24657142857144,38.9524739,-119.1390642
Mackinac County,mi,11044,45.9718,-84.88459999999999,46.02337199999999,-84.9963081
Macomb County,mi,788621,42.56458291457287,-82.95673869346732,42.7168759,-82.82097399999999
Macon County,al,20018,32.419333333333334,-85.72025000000001,32.3731182,-85.684578
Macon County,ga,14045,32.36675,-84.02325,32.3523607,-84.05902900000001
Macon County,il,109193,39.84817647058823,-88.95011764705885,39.8949055,-89.0179332
Macon County,mo,15460,39.798199999999994,-92.49780000000001,39.871344,-92.539603
Macon County,nc,24185,35.15271428571429,-83.36871428571429,35.1197519,-83.33618799999999
Macon County,tn,22761,36.52975,-86.02425000000001,36.4983882,-85.971322
Macoupin County,il,46844,39.21607692307692,-89.86915384615385,39.2375268,-89.9253233
Madera County,ca,153187,37.07565217391305,-119.97095652173911,37.251926,-119.6962677
Madison County,al,335044,34.73729577464789,-86.60067605633802,34.72397309999999,-86.49965460000001
Madison County,ar,15702,36.04875,-93.7325,35.9466415,-93.66232389999999
Madison County,fl,18729,30.480399999999996,-83.44319999999999,30.4586334,-83.5070203
Madison County,ga,28232,34.125166666666665,-83.21916666666668,34.0990245,-83.2077645
Madison County,ia,9157,41.32,-94.013,41.2922367,-93.9878427
Madison County,id,33063,43.803000000000004,-111.76320000000001,43.7508332,-111.5583742
Madison County,il,266731,38.80454999999999,-90.03676666666665,38.9041402,-89.9253233
Madison County,in,126762,40.123666666666665,-85.70691666666667,40.1469349,-85.684578
Madison County,ky,77626,37.708294117647064,-84.29141176470587,37.7143001,-84.3121264
Madison County,mo,12401,37.527,-90.33566666666665,37.5528602,-90.37483540000001
Madison County,ms,73105,32.530812499999996,-90.082875,32.6729459,-90.0373201
Madison County,mt,7767,45.322,-111.96633333333334,45.466729,-111.8865015
Madison County,nc,14681,35.848,-82.68960000000001,35.8237518,-82.6915429
Madison County,ne,30349,42.011,-97.47212499999999,41.9108264,-97.5247243
Madison County,ny,29572,42.853285714285725,-75.64257142857143,42.98059749999999,-75.8069082
Madison County,oh,35758,39.919,-83.37369999999999,39.9154985,-83.3789389
Madison County,tn,90178,35.641439999999996,-88.82695999999999,35.6479574,-88.86469799999999
Madison County,tx,13838,30.96825,-95.91050000000001,30.9888479,-95.94097099999999
Madison County,va,13147,38.4055,-78.2645,38.436934,-78.24761459999999
Madison Parish,la,7800,32.401,-91.23533333333334,32.4401578,-91.28910359999999
Magoffin County,ky,11247,37.693333333333335,-83.03366666666666,37.730555,-83.03613759999999
Mahaska County,ia,15808,41.3146,-92.6702,41.32958800000001,-92.6983868
Mahnomen County,mn,5496,47.325500000000005,-95.837,47.3811737,-95.797516
Mahoning County,oh,196063,41.06186440677967,-80.6791525423729,40.9871753,-80.7214417
Major County,ok,7700,36.31166666666667,-98.46833333333335,36.3479671,-98.5281613
Malheur County,or,26165,43.824000000000005,-117.12166666666666,43.21716,-117.5791892
Manassas Park city,va,15625,38.7735,-77.45150000000001,38.7840035,-77.4697111
Manassas city,va,26885,38.751999999999995,-77.4742,38.7509488,-77.47526669999999
Manatee County,fl,331434,27.48001369863014,-82.54475342465756,27.4799195,-82.34518899999999
Manistee County,mi,24536,44.31577777777778,-86.17144444444443,44.2444704,-86.32422249999999
Manitowoc County,wi,80521,44.106157894736846,-87.7143157894737,44.1438879,-87.460397
Marathon County,wi,126338,44.91967999999999,-89.70031999999998,44.850452,-89.8505012
Marengo County,al,20306,32.271499999999996,-87.80716666666666,32.2459085,-87.77633329999999
Maricopa County,az,3843943,33.49223736780259,-112.0336345475911,33.2917968,-112.4291464
Maries County,mo,9057,38.172000000000004,-91.885,38.1738674,-91.949021
Marin County,ca,255004,37.987074074074066,-122.55444444444447,38.083403,-122.7633036
Marinette County,wi,41287,45.23266666666666,-87.85308333333334,45.3581961,-88.0649606
Marion County,al,30387,34.124375,-87.88212499999999,34.0441174,-87.77633329999999
Marion County,ar,13345,36.282000000000004,-92.645,36.3194702,-92.6983868
Marion County,fl,327457,29.159491525423725,-82.10040677966099,29.2787765,-82.12783999999999
Marion County,ga,8739,32.344,-84.524,32.328102,-84.5222189
Marion County,ia,23737,41.332,-93.04283333333335,41.3173818,-93.17796589999999
Marion County,il,38665,38.58875,-89.01925,38.7313284,-88.86469799999999
Marion County,in,919374,39.79664864864866,-86.14128378378379,39.83618999999999,-86.17517590000001
Marion County,ks,9699,38.36033333333334,-97.14466666666665,38.349424,-97.179026
Marion County,ky,17960,37.5784,-85.2756,37.585137,-85.2308414
Marion County,mo,28840,39.74725,-91.45600000000002,39.8464028,-91.63721500000001
Marion County,ms,26109,31.2345,-89.84066666666668,31.1708442,-89.77553379999999
Marion County,oh,54048,40.57846666666667,-83.13226666666667,40.5518645,-83.12200740000002
Marion County,or,293504,44.969078431372544,-122.96378431372548,44.8446393,-122.5927411
Marion County,sc,19783,34.1376,-79.33200000000001,34.0879705,-79.33528989999999
Marion County,tn,22908,35.1192,-85.61380000000001,35.0928512,-85.64348700000001
Marion County,tx,10248,32.782,-94.41324999999999,32.7780679,-94.35651299999999
Marion County,wv,56790,39.49816666666666,-80.1867222222222,39.5288627,-80.23213129999999
Mariposa County,ca,17789,37.5425,-119.926,37.4893626,-119.9679294
Marlboro County,sc,17473,34.610400000000006,-79.6522,34.5582435,-79.6951103
Marquette County,mi,67582,46.49295833333334,-87.51595833333333,46.644579,-87.5593823
Marquette County,wi,15140,43.806400000000004,-89.4102,43.865322,-89.3226954
Marshall County,al,94318,34.31994444444444,-86.29288888888891,34.3652297,-86.3376761
Marshall County,ia,29748,42.019999999999996,-92.96114285714286,42.0407088,-92.9375739
Marshall County,il,12173,41.040800000000004,-89.32959999999999,40.9972934,-89.3606298
Marshall County,in,46962,41.35,-86.27866666666667,41.303028,-86.3376761
Marshall County,ks,10005,39.789,-96.5635,39.717719,-96.49297969999999
Marshall County,ky,20681,36.900999999999996,-88.3235,36.8573767,-88.4016041
Marshall County,mn,9453,48.336749999999995,-96.51899999999999,48.36535199999999,-96.674424
Marshall County,ms,33262,34.8116,-89.5298,34.7729491,-89.4742177
Marshall County,ok,16014,34.0125,-96.74675,34.0103349,-96.79223549999999
Marshall County,sd,4701,45.747,-97.603,45.7271214,-97.60462350000002
Marshall County,tn,31159,35.473166666666664,-86.77850000000001,35.4792517,-86.7818523
Marshall County,wv,32480,39.93300000000001,-80.70766666666665,39.8926818,-80.6770787
Martin County,fl,150421,27.14769696969697,-80.23690909090911,27.0804935,-80.4103957
Martin County,in,10262,38.681999999999995,-86.835,38.6937856,-86.8220341
Martin County,ky,9185,37.78,-82.48749999999998,37.7833756,-82.5185837
Martin County,mn,20350,43.6635,-94.52566666666667,43.6266807,-94.479976
Martin County,nc,20654,35.845000000000006,-77.07719999999999,35.8733053,-77.1485163
Martin County,tx,5252,32.25,-101.876,32.2364722,-101.9804613
Martinsville city,va,13624,36.681999999999995,-79.86580000000001,36.6915262,-79.8725386
Mason County,il,14126,40.259,-89.9015,40.2271003,-89.9253233
Mason County,ky,12167,38.64933333333334,-83.80466666666668,38.6194103,-83.8897057
Mason County,mi,28711,43.97800000000001,-86.34125,43.9664537,-86.49965460000001
Mason County,tx,4066,30.741,-99.2315,30.6556091,-99.2785583
Mason County,wa,60791,47.28771428571428,-123.0794285714286,47.4251146,-123.1951376
Mason County,wv,22918,38.802800000000005,-82.05980000000001,38.7553693,-81.9971108
Massac County,il,15016,37.18325,-88.70675000000001,37.2478298,-88.7493998
Matagorda County,tx,35311,28.904666666666667,-95.9858888888889,28.8204837,-95.9832577
Mathews County,va,8880,37.437000000000005,-76.35149999999999,37.3912302,-76.317414
Maury County,tn,61495,35.61407142857143,-87.04907142857142,35.6195242,-87.14228949999999
Maverick County,tx,51613,28.692125,-100.45299999999999,28.7410473,-100.3497895
Mayes County,ok,36381,36.2885,-95.211625,36.2322429,-95.3102505
McClain County,ok,32700,35.081999999999994,-97.43800000000002,35.0282316,-97.4814163
McCone County,mt,1728,47.595,-105.813,47.4500913,-105.8810734
McCook County,sd,5613,43.67,-97.3685,43.6310744,-97.35165579999999
McCormick County,sc,4391,33.8475,-82.32850000000002,33.8655162,-82.25832969999999
McCracken County,ky,59495,37.05571428571428,-88.64364285714286,37.03306070000001,-88.7108964
McCreary County,ky,15425,36.702666666666666,-84.50200000000001,36.6973499,-84.4802606
McCulloch County,tx,8273,31.154999999999998,-99.34566666666666,31.2016122,-99.2785583
McCurtain County,ok,27495,34.01242857142857,-94.83085714285714,34.1481711,-94.81059549999999
McDonald County,mo,22763,36.62925,-94.39274999999999,36.617812,-94.315422
McDonough County,il,29478,40.46944444444445,-90.66833333333332,40.3885122,-90.6773046
McDowell County,nc,41511,35.67155555555556,-82.03199999999998,35.6984405,-82.08429009999999
McDowell County,wv,20802,37.385875,-81.63387500000002,37.3860467,-81.64734399999999
McDuffie County,ga,21582,33.4682,-82.48380000000002,33.5258626,-82.5185837
McHenry County,il,307357,42.27511538461538,-88.3497307692308,42.3039993,-88.4016041
McHenry County,nd,5817,48.204499999999996,-100.6275,48.38146709999999,-100.7008406
McIntosh County,ga,14007,31.456999999999997,-81.36666666666666,31.4748147,-81.38393260000001
McIntosh County,nd,2759,46.112,-99.442,46.054323,-99.376592
McIntosh County,ok,17099,35.382600000000004,-95.59100000000001,35.3466151,-95.6457951
McKean County,pa,33889,41.8406,-78.5996,41.8133351,-78.4751945
McKenzie County,nd,9615,47.78325,-103.21225,47.7714179,-103.4122495
McKinley County,nm,64766,35.4842,-108.55126666666665,35.71524720000001,-108.2377519
McLean County,il,162763,40.48726315789475,-88.94236842105259,40.5478429,-88.86469799999999
McLean County,ky,3432,37.573,-87.34100000000002,37.5644352,-87.2618328
McLean County,nd,4302,47.37300000000001,-101.058,47.6185079,-101.131122
McLennan County,tx,209246,31.55018604651164,-97.16318604651164,31.5182285,-97.179026
McLeod County,mn,36046,44.83571428571429,-94.26771428571429,44.8440016,-94.315422
McMinn County,tn,46915,35.42488888888889,-84.59022222222221,35.4037048,-84.6479124
McMullen County,tx,778,28.353,-98.569,28.3102323,-98.5721016
McNairy County,tn,26103,35.18714285714286,-88.55428571428573,35.1183208,-88.55653099999999
McPherson County,ks,24306,38.395399999999995,-97.67320000000001,38.3164433,-97.69822719999999
McPherson County,ne,433,41.569,-101.059,41.6222686,-101.0711758
McPherson County,sd,2263,45.76600000000001,-99.221,45.7555982,-99.27841289999999
Meade County,ks,4383,37.284499999999994,-100.36500000000001,37.2698449,-100.3497895
Meade County,ky,22148,37.919,-86.13399999999999,37.9601502,-86.21584969999999
Meade County,sd,19564,44.434666666666665,-103.21100000000001,44.4415188,-102.6855069
Meagher County,mt,1898,46.636,-110.966,46.620195,-110.8848271
Mecklenburg County,nc,863480,35.22465499999999,-80.81817999999993,35.2632655,-80.8543847
Mecklenburg County,va,31555,36.681000000000004,-78.33255555555554,36.6421724,-78.3842227
Mecosta County,mi,41349,43.6606,-85.3724,43.6201025,-85.35496499999999
Medina County,oh,123489,41.14646428571428,-81.86285714285715,41.080133,-81.9534815
Medina County,tx,43333,29.32057142857143,-99.01714285714286,29.2987871,-99.0128926
Meeker County,mn,23129,45.12616666666667,-94.51033333333334,45.1353179,-94.5150543
Meigs County,oh,18582,39.0344,-81.99539999999999,39.0874307,-81.9971108
Meigs County,tn,11716,35.519,-84.806,35.519359,-84.79420909999999
Mellette County,sd,2086,43.62300000000001,-100.721,43.5169738,-100.7097867
Menard County,il,12611,40.029333333333334,-89.80833333333332,40.0221361,-89.81303559999999
Menard County,tx,2182,30.899,-99.8,30.9802428,-99.8124935
Mendocino County,ca,87544,39.28959999999999,-123.39540000000002,39.5500194,-123.438353
Menifee County,ky,2581,37.925,-83.67200000000003,37.9335368,-83.63484299999999
Menominee County,mi,23717,45.351,-87.59385714285713,45.4995277,-87.5746277
Menominee County,wi,4451,44.938500000000005,-88.68549999999998,44.88577919999999,-88.6507943
Merced County,ca,260194,37.29325,-120.60533333333332,37.2009788,-120.7120023
Mercer County,il,16107,41.209,-90.7225,41.1985037,-90.6773046
Mercer County,ky,13466,37.76066666666666,-84.88600000000001,37.8258603,-84.8984775
Mercer County,mo,3718,40.3975,-93.60249999999999,40.4955493,-93.66232389999999
Mercer County,nd,5950,47.292500000000004,-101.715,47.385292,-101.8628783
Mercer County,nj,279209,40.25170000000001,-74.71631666666669,40.3028533,-74.7337069
Mercer County,oh,36091,40.524375,-84.589125,40.59405479999999,-84.68974949999999
Mercer County,pa,99641,41.26223076923077,-80.36269230769231,41.2619821,-80.1875065
Mercer County,wv,61891,37.34875,-81.15000000000002,37.4322638,-81.1196075
Meriwether County,ga,21297,32.99375,-84.67999999999999,33.0561282,-84.68974949999999
Merrick County,ne,7776,41.16,-98.008,41.2031926,-98.0028892
Merrimack County,nh,131219,43.24796774193548,-71.58432258064518,43.2844846,-71.6673352
Mesa County,co,147834,39.084206896551734,-108.53089655172415,38.9585381,-108.6175626
Metcalfe County,ky,7771,36.95,-85.6175,37.0032438,-85.64348700000001
Miami County,in,36211,40.740500000000004,-86.0703,40.77009899999999,-86.05296039999999
Miami County,ks,25060,38.581833333333336,-94.813,38.6381689,-94.81059549999999
Miami County,oh,81819,40.053529411764714,-84.2335294117647,40.081473,-84.1857115
Miami-Dade County,fl,2569973,25.781829568788513,-80.28466735112943,25.5516034,-80.6326916
Middlesex County,ct,165165,41.48363888888888,-72.57697222222222,41.46985050000001,-72.4731529
Middlesex County,ma,1321095,42.441286792452836,-71.2429924528302,42.467206,-71.2874209
Middlesex County,nj,617299,40.485229508196724,-74.38385245901641,40.4111363,-74.35874729999999
Middlesex County,va,10717,37.6085,-76.51325,37.6040106,-76.5257007
Midland County,mi,75592,43.62506249999999,-84.29968749999999,43.57509779999999,-84.3542049
Midland County,tx,122509,32.003454545454545,-102.10854545454545,31.8781368,-101.9804613
Mifflin County,pa,40558,40.5963,-77.60629999999999,40.652279,-77.6077865
Milam County,tx,21046,30.738333333333333,-96.99033333333334,30.8092642,-96.9795011
Millard County,ut,12582,39.12800000000001,-112.73766666666667,39.0611744,-113.1918021
Mille Lacs County,mn,25809,45.86042857142858,-93.62085714285713,45.9228403,-93.6218744
Miller County,ar,34904,33.403,-93.98475,33.3335556,-93.86553029999999
Miller County,ga,5936,31.177999999999997,-84.72233333333332,31.2008218,-84.7315563
Miller County,mo,24956,38.2646,-92.50699999999999,38.2081417,-92.38136209999999
Mills County,ia,12022,41.06,-95.734,41.0624496,-95.6457951
Mills County,tx,4875,31.4565,-98.62899999999999,31.6137467,-98.5721016
Milwaukee County,wi,906973,43.03920921985814,-87.95747872340426,43.03879490000001,-87.9065334
Miner County,sd,2306,44.022,-97.61,44.0643951,-97.69822719999999
Mineral County,co,733,37.684,-106.919,37.6583677,-107.0067031
Mineral County,mt,4238,47.115,-115.003,47.1497031,-114.9626904
Mineral County,nv,4566,38.5245,-118.5955,38.4343464,-118.4863963
Mineral County,wv,27755,39.463,-78.92271428571429,39.4068988,-78.8835548
Mingo County,wv,25931,37.705,-82.144,37.76078010000001,-82.1713632
Minidoka County,id,20279,42.666999999999994,-113.7132,42.8409971,-113.5808126
Minnehaha County,sd,146381,43.56842857142857,-96.72602857142854,43.6631787,-96.83509989999999
Missaukee County,mi,14988,44.313500000000005,-85.1505,44.366621,-85.02334599999999
Mississippi County,ar,44864,35.80591666666666,-89.99549999999999,35.8279728,-90.0746767
Mississippi County,mo,14208,36.84575,-89.351,36.8661576,-89.3226954
Missoula County,mt,97797,46.88294444444444,-114.03405555555554,47.0240503,-113.6869923
Mitchell County,ga,22982,31.2546,-84.19479999999999,31.2230067,-84.1857115
Mitchell County,ia,7314,43.316,-92.8615,43.37107020000001,-92.8577105
Mitchell County,ks,6296,39.393,-98.1725,39.443669,-98.2212979
Mitchell County,nc,15330,35.97975,-82.12925,36.0277763,-82.1496049
Mitchell County,tx,9169,32.354,-100.892,32.3360516,-100.8903099
Mobile County,al,407293,30.685799999999993,-88.14640909090913,30.6082227,-88.24611829999999
Modoc County,ca,9184,41.5585,-120.61075000000001,41.4565165,-120.629366
Moffat County,co,13117,40.544,-107.70724999999999,40.6138379,-108.2377519
Mohave County,az,203362,35.02027906976744,-114.28260465116279,35.2143346,-113.7632828
Moniteau County,mo,15801,38.61725,-92.62275000000001,38.5827118,-92.5792482
Monmouth County,nj,494900,40.292442477876115,-74.1235575221239,40.2589455,-74.12399599999999
Mono County,ca,14146,37.90566666666666,-118.89999999999999,37.9218608,-118.9528645
Monona County,ia,6754,42.019666666666666,-96.02866666666667,42.001594,-95.9832577
Monongalia County,wv,97960,39.62704347826088,-79.95821739130433,39.6695849,-79.96403389999999
Monroe County,al,22217,31.537714285714284,-87.36371428571428,31.5119068,-87.460397
Monroe County,ar,7713,34.73333333333333,-91.24533333333333,34.5918747,-91.13530200000001
Monroe County,fl,74685,24.76518518518519,-81.2227777777778,24.5557001,-81.78259849999999
Monroe County,ga,26915,33.04260000000001,-83.91120000000001,32.9746846,-83.8897057
Monroe County,ia,4896,40.9985,-92.858,41.0040981,-92.8577105
Monroe County,il,33539,38.345666666666666,-90.1755,38.2742526,-90.1869644
Monroe County,in,126475,39.16275000000001,-86.53892857142856,39.1851445,-86.49965460000001
Monroe County,ky,9082,36.70166666666666,-85.73133333333334,36.7484915,-85.7256372
Monroe County,mi,150436,41.903710526315784,-83.47626315789473,41.9738893,-83.5070203
Monroe County,mo,8680,39.50000000000001,-92.00266666666668,39.5508815,-92.0665197
Monroe County,ms,28370,33.91571428571429,-88.50628571428572,33.8773585,-88.55653099999999
Monroe County,ny,703615,43.16402234636871,-77.62349720670392,43.2841246,-77.7452081
Monroe County,oh,11304,39.73566666666667,-81.12333333333333,39.7199038,-81.0754657
Monroe County,pa,143006,41.046551724137935,-75.31365517241379,41.0458376,-75.2479061
Monroe County,tn,45293,35.49685714285714,-84.30957142857142,35.471793,-84.2278796
Monroe County,wi,45274,43.94533333333334,-90.63077777777777,43.9412045,-90.7532809
